place;sport;sport;liga_id;liga_name;is_top;
live;2;hockey;6008368;World Championships (U20). Division IIB. South Korea;0;
live;1;football;5422611;Australia South Premier &amp;0;
pre;1;football;14221;Azerbaijan. Premier League;0;
pre;1;football;3363133;Italy. Primavera 2;1;
live;1;football;3879930;Women. Algeria. 1st division;0;
live;1;football;1149280;Women. National teams. Friendly matches;0;
live;1;football;3942186;Israel. Liga Alef;0;
pre;1;football;2942197;CAF Champions League. Group stage;0;
live;1;football;5907542;India. Goa. Premier League;0;
live;1;football;6010464;Australia Mens State League Night Series;0;
live;1;football;4064757;Iran. Premier league (U23);0;
live;1;football;4015957;Australia Creative Night Series;0;
live;1;football;5026873;Australia. West State League Night Series;0;
live;1;football;1864501;Philippines. NCAA;0;
pre;1;football;3588148;Panama. LPF. Clausura;0;
pre;1;football;2477590;Senegal. Ligue 1;0;
pre;2;hockey;23569;WHL. Regular Season;2;
live;2;hockey;6002686;International U20 World Championship, Division II, Group B;0;
pre;1;football;1719769;Botswana. Premier League;0;
live;1;football;27891;Argentina. Primera Division. Reserves;0;
live;1;football;52186;Women. Friendly matches;0;
live;2;hockey;3107320;Finland. Nuorten SM-Liga (U20);0;
live;1;football;3162317;Israel. Liga Bet. North;0;
pre;1;football;3590309;Nicaragua. Primera División. Clausura;0;
live;1;football;5576317;Algeria. Ligue 1;0;
live;1;football;5759153;Argentina. Reserve league;0;
live;1;football;2884042;Saudi Arabia. Division 2;0;
live;1;football;3155762;UAE. Youth league (U19);0;
pre;2;hockey;5480879;World Championships (U20). Division IIB. South Korea;0;
pre;1;football;2647682;Greece. Youth League (U19);0;
live;2;hockey;1625890;VHL-B. Regular Season;1;
pre;1;football;3221027;Portugal. Campeonato de Portugal;1;Некоторые матчи могут быть 2
live;1;football;4056005;Peru. Reserve League;0;
pre;1;football;14568;Malta. Premier League;0;
pre;1;football;14579;Spain. Segunda B. Group II;1;Но ближе к 0
pre;1;football;4170063;Spain. Tercera Division. Group 6;0;
pre;1;football;5483471;Женщины. Кубок Франции. 1/8 финала;1;Ближе к 0. ½ финала и финал четкая 1
live;1;football;5795557;Burkina Faso. Division 1.;0;
pre;1;football;4162719;Spain. Tercera Division. Group 15;0;
pre;1;football;4170594;Spain. Tercera Division. Group 8;0;
pre;1;football;2894262;Spain. Tercera Division. Group 4;0;
live;2;hockey;4606851;Czech Republic. Regional league (U20);0;
live;1;football;2359279;Mali. Premier Division;0;
live;2;hockey;3759329;Ukraine. UHL;1;
pre;1;football;13880;Hungary. Liga NB I;0;
pre;1;football;14580;Spain. Segunda B. Group III;1;Но ближе к 0
pre;1;football;4153950;Spain. Tercera Division. Group 16;0;
live;1;football;3937391;Gambia. 1-st division;0;
pre;1;football;4153901;Spain. Tercera Division. Group 11;0;
pre;1;football;2894435;Spain. Tercera Division. Group 10;0;
pre;1;football;2894358;Spain. Tercera Division. Group 3;0;
pre;1;football;4153052;Spain. Tercera Division. Group 5;0;
pre;1;football;5483588;Ecuador. Super Copa;0;
pre;1;football;452330;Netherlands. 2nd division;0;
live;1;football;23091;Malta First Division;0;
pre;1;football;3515242;El Salvador. Primera Division. Clausura;0;
pre;1;football;17078;Portugal. Youth League (U19);0;
live;1;football;2659297;Finland. Youth League (U20);0;
pre;1;football;5483471;Women. French Cup. 1/8 finals;1;Ближе к 0. ½ финала и финал четкая 1 дублируется
pre;1;football;17293;Portugal. Taca de Portugal. Play-off. Semi-Finals. First leg;0;
pre;1;football;5467099;Argentina. Primera B, Clausura;0;
live;1;football;4041982;Ireland. Leinster Senior League;0;
live;1;football;4519024;Ireland Munster League Senior Premier Division;0;
live;2;hockey;5652246;Switzerland. Championship. Top-League (U20);0;
live;2;hockey;5617530;Switzerland. U20 Championship;0;
pre;1;football;2457187;Italy. Serie C. Group A;0;
pre;1;football;2457188;Italy. Serie C. Group B;0;
pre;1;football;2457189;Italy. Serie C. Group C;0;
live;1;football;6011328;Caribbean clubs championship. Group Stage. Jamaica;0;
pre;1;football;11466;England. EFL Cup. Play-off. Final;0;
pre;1;football;3539910;Uruguay Super Cup;0;
pre;1;football;115975;Women. Spain. Primera Division;1;Но ближе к 0
live;1;football;22920;Panama. LPF. Reserve;0;
pre;2;hockey;1512585;VHL-B. Regular Season;1;Дублируется
live;1;football;3992447;Friendly Tournament Iceland. Group stage;0;
pre;1;football;2826577;Brasil. Brasiliense;0;
pre;1;football;4549982;Brazil. Capixaba;0;
pre;1;football;5484031;Brazil. Sul-Mato-Grossense;0;
pre;1;football;3328062;San Marino. Premier League;0;
live;1;football;4989619;Argentina Torneo Regional Amateur;0;
pre;1;football;2875951;Brazil. Paraibano;0;
live;1;football;1714713;Trinidad and Tobago. Pro-League;0;
live;2;hockey;4812261;Canada. MHL;1;
live;2;hockey;1896957;USA. NCAA;1;
live;1;football;4066619;Panama. LPF. Clausura;0;
pre;1;football;2865030;Brazil. Campeonato Sergipano;0;
pre;1;football;2019686;Brazil. Maranhense;0;
live;1;football;15841;Argentina. Copa Argentina;0;
live;1;football;250118;Friendly matches (U20);1;В среднем ближе к 0, зависит от матча
live;1;football;4643840;Mexico. Premier League;0;
live;1;football;5807173;Fiji U19 League;0;
live;1;football;5826740;Fiji Women League;0;
live;2;hockey;21947;WHL. Regular Season;1;
live;1;football;4598835;Friendly Matches. Australia;0;
pre;2;hockey;488904;Latvia. LHL;0;
live;2;hockey;3270085;USA. NAHL;0;
live;1;football;4157588;India. Mumbai Super Division;0;
live;1;football;5890895;Nepal A-Division League;0;
pre;1;football;1597551;Iran. Azadegan League;0;
pre;1;football;1025520;Women. Italy. Serie A;1;Ближе к 0. 
live;1;football;5273317;Kazakhstan. MHL;0;
live;1;football;4398407;Iran. Youth League (U23);0;
pre;1;football;4645484;Nigeria. Professional League;0;
live;1;football;4645214;South Africa. Reserve League;0;
live;1;football;34315;Israel. Youth league (U19);0;
live;1;football;3123564;Greece. Youth League (U19);0;
pre;2;hockey;42754;Great Britain. Elite League;1;
live;1;football;5907440;Greece. Super League 2 (U19);0;
live;1;football;19552;Germany. Bundesliga (U19);1;
live;1;football;4079300;Kenya. Super League;0;
live;1;football;22514;Women. Spain. Primera Division;1;Но ближе к 0
pre;2;hockey;2663362;Alps Hockey League. Regular championship;1;
live;1;football;3804537;Italy. Primavera 2;1;
live;1;football;2370454;Algeria. League 1 (U21);0;
live;1;football;27707;Germany. A-Junioren-Bundesliga. Nordost;0;
pre;1;football;14581;Spain. Segunda B. Group IV;1;
pre;1;football;2894451;Spain. Tercera Division. Group 9;0;
live;1;football;2054409;Turkey. 2 Lig. Red Group;0;
live;1;football;5458682;Paraguay. Reserve League;0;
pre;1;football;4075668;Spain. Tercera Division. Group 13;0;
pre;1;football;3721490;Spain. Tercera Division. Group 18;0;
pre;1;football;2894286;Spain. Tercera Division. Group 7;0;
pre;1;football;3065244;Cameroon. Premier Division;0;
live;1;football;14181;Azerbaijan. Premier League;0;
live;1;football;2988217;Germanay. Bundesliga (U19). South/South-West;0;
live;1;football;6012884;Товарищеские турниры. Исландия. Классификационный раунд.;0;
pre;1;football;14128;CAF Confederation Cup. Group stage;0;
pre;1;football;14578;Spain. Segunda B. Group I;1;
pre;1;football;4153948;Spain. Tercera División. Group 14;0;
pre;1;football;3270969;Spain. Tercera Division. Group 2;0;
live;1;football;6012884;Friendly tournaments. Iceland. Classification round;0;
live;1;football;1814338;Turkey. (U19);0;
live;2;hockey;5817256;Czech Republic. DHL Junior League of Academies Cup;0;
live;1;football;6012887;Friendly tournaments. Iceland. Play-off. Match for 3rd place;0;
pre;1;football;2894449;Spain. Tercera Division. Group 1;0;
pre;1;football;4153951;Spain. Tercera Division. Group 17;0;
live;2;hockey;3869729;Slovakia. Extraliga (U20);0;
pre;1;football;52527;Sweden. Svenska Cupen. Group stage;0;
pre;1;football;2616781;Italy. Serie D. Group A;0;
pre;1;football;2616548;Italy. Serie D. Group B;0;
pre;1;football;2562430;Italy. Serie D. Group C;0;
pre;1;football;2616549;Italy. Serie D. Group D;0;
pre;1;football;832531;Italy. Serie D. Group E;0;
pre;1;football;832552;Italy. Serie D. Group F;0;
pre;1;football;2616326;Italy. Serie D. Group G;0;
pre;1;football;2616324;Italy. Serie D. Group H;0;
pre;1;football;2575021;Italy. Serie D. Group I;0;
pre;1;football;4447188;Match Premier Cup;2;
live;1;football;4684026;Spain. Tercera Division. Group 11;0;
live;1;football;3688261;Jordan. League Cup. Group stage;0;
live;1;football;1955233;Senegal. Ligue 1;0;
live;1;football;5965261;Spain Primera Nacional, Women, Group I;0;
live;1;football;117403;Spain. Youth Division de Honor (U19);0;
live;1;football;5888899;Women. Spain. Primera Nacional;0;
live;1;football;5579247;Guatemala. Primera Division;0;
live;1;football;3127058;Iceland. Northern Cup;0;
live;1;football;2387812;France. IV Division;0;
live;1;football;2949568;Spain. Tercera Division. Group 6;0;
live;1;football;5079771;Brazil. Capixaba;0;
pre;1;football;3586335;England. FA Trophy. Quarter Finals;0;
live;1;football;3302516;Brasil. Brasiliense;0;
live;1;football;5975;CAF Champions League. Group stage;0;
live;1;football;3351710;Brazil. Paraibano;0;
live;1;football;1992600;Brazil. Maranhense;0;
live;1;football;2932470;Italy. Serie C. Group B;0;
live;1;football;2932469;Italy. Serie C. Group A;0;
live;1;football;2932471;Italy. Serie C. Group C;0;
live;1;football;5994599;Argentina. Primera B, Clausura;0;
live;1;football;4025575;Cuba. Campeonato Nacional;0;
pre;1;football;18952;France. Coupe de France. Play-off. Quarter-Finals;2;
pre;1;football;5486164;Кубок Испании. 1/4 финала;2;Один и тот же турнир
pre;1;football;5486164;Copa del Rey. Quarter Finals;2;
live;1;football;3983569;Mexico. Segunda Division. Serie B;0;
live;1;football;6011072;Ecuador. Super Copa;0;
live;1;football;1298567;Barbados. Premier League;0;
live;1;football;1727669;Antigua and Barbuda. Premier Division;0;
live;1;football;4281880;Women. Guatemala. National league;0;
live;1;football;3517245;El Salvador. Primera Division. Clausura;0;
live;1;football;5733044;Guatemala. Reserve league;0;
live;1;football;4975822;Barbados Championship;0;
live;1;football;4018444;Uruguay Super Cup;0;
live;1;football;4068730;Nicaragua. Primera División. Clausura;0;
live;1;football;1391513;Fiji. National Football League;0;
live;1;football;1983413;Mexico. Liga de Ascenso;0;
live;2;hockey;3890103;Canada. BCHL;0;
live;1;football;4021454;Slovakia. Winter tournament. Group stage. Bratislava;1;
pre;1;football;4541262;Brasil. Acreano;0;
live;1;football;5018073;Myanmar. U19 Championship;0;
live;1;football;14457;Spain. Segunda B. Group IV;1;
live;1;football;2949566;Spain. Tercera Division. Group 4;0;
